CIN,COMPANY_NAME,Change_Type,Field_Changed,Old_Value,New_Value,Date,STATE
U28110MH2021PTC365689,AMSMD PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100PN2017PTC169709,SHIVMUDRA PRODUCER COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U68200PN2023OPC220915,UANDMI BUSINESS SERVICES (OPC) PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U46309PN2023PTC224736,NATURAL KRUSHI VIKAS FARMERS PRODUCER COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74140MH2000PTC902005,GOLDEN STAR JEWELLERS PVT.LTD.,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74140MH2008PTC179322,HEMVAL CONSULTANCY PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U25200MH2005PTC150649,HESHA CHEM PLAST PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U14100MH1995PLC093895,AAKASH UNIVERSAL LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U65190MH2020PLN350515,SWASTIK URBAN NIDHI LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U55101MH1985PTC035423,SWASTIK AMUSEMENTS AND HOTELS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U18209MH2022PTC384141,PDN READY WEAR PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U72900PN2019PTC184396,TELINFOTECH PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U31101PN2010PTC136045,G-1 ENERGY SOLUTIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45200MH2012PTC237604,SANCHETI BUILDCON PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1979PTC021645,KAPIL INSTRUMENTS AND EQUIPMENTS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45309PN2021PTC198252,KUNJKETU CONSTRUCTION PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U52609MH2022PTC382879,TIRUPATI EXPORTS AND ALLOYS INDIA PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
L39877MH1986PLC039877,GALAXY SURFACTANTS LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U52109MH2023PTC407523,LIGER SHIPPING PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29308MH2020OPC337166,FLUID CONTROL PUMPS AND SYSTEMS (OPC) PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74900PN1996PTC101444,CLASSIC CITI INVESTMENTS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74110MH2010PTC202375,DHEERAJ HORIZON PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U56101MH2024PTC424228,TWENTY TRUMPS EIGHTY PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100PN2022OPC213057,SAKUN HOMESTEAD (OPC) PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01403MH1988PTC046243,WATANGI AGRO PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U52343PN2021PTC206790,9UNIFIED TECHNO INNOVATIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45200MH2011PTC222445,JP INFRA SPACES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U88900MH2024NPL421470,ICIT INDIA FOUNDATION,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U56102PN2023PTC223453,MH12 PAV BHAJI PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1986PTC040663,DESHMUKH HOTELS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U79110MH2024PTC429672,VENDORLAND TOUR VACATION PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74140MH2001PTC133772,DAYANAND CONSULTANCY SERVICE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U72200MH2007PTC169334,COGENT INFOWAY PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U92100MH2022PTC384057,THEATRICS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U24100MH1994PLC078452,REX-TONE INDUSTRIES LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U36996MH2019PTC333200,VIDH JEWELS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100MH2022PTC383362,SHREE GIRIJAMATA FARMER PRODUCER COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U70106MH2014PTC255517,KRISHAANGI BUILDER AND DEVELOPER PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U52399PN2016PTC164030,RENEWABLE FOREVER PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29294MH1996PLC096645,ENVIKA MACHINEX AND ENGINEERING LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U78200MH2023PTC410159,KONSARI LANDHOLDERS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74900MH2013PTC247282,PRANJAL MANAGEMENT SERVICES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1994PTC076125,BUENA VISTA TELEVISION (INDIA) P.LTD.,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1982PTC026789,CONHEL EXPORTS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U92110MH2002PTC137022,PARAGON PICTURES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U13200MH2008PTC184467,PKJ TRIVEDI MINING CONTRACTORS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45201MH2007PTC170455,CHANDRA SHEKAR DEVELOPERS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U67190MH2010PTC209710,NETWORTH ADVISORS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1987PLC045377,ARYA MOTELS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U56102MH2023PTC406315,FRYTOPIA VENTURES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29302MH1989PTC054520,BLUE FLAME EQUIPMENTS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74999MH2018PTC307312,YEZDAAN EDUCATION PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U86201MH2023NPL413918,DOCTOR365 HALENESS FOUNDATION,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1984PTC032741,MULCHANDANI INVESTMENTS PVT LTD.,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U51909MH1995PTC161783,RAPID SUPPLIERS PRIVATE LIMITED.,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U23209MH2021PTC371296,ALTROL PETROCHEM PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U62091PN2023PTC223778,PRODQ SOLUTIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U52292MH2023PTC406200,ABVS SHIP MANAGEMENT PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45309PN2018PTC180504,GHULE INFRA PROJECTS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U32109MH1997PTC107716,DEEP ACCUMULATORS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29299MH2007PTC175039,HILTI MANUFACTURING INDIA PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1994PTC082706,TECHNO ELECTRICAL INDUSTRIES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U46208MH2024PTC427370,ABHIJAY PURECANE BEVERAGES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U93090PN2020PTC195772,EPETS LABS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U65990MH1994PTC081615,NARIND FINVEST PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29120MH1995PTC087437,HAM-LET TECHNOLOGY VALVES AND FITTINGS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45400PN2014PTC153107,RAJESH CONSTRO DEVELOPERS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U62013PN2023PTC226791,VPM VENTURE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U24100MH1975PTC018621,VIJAY DYES INTERMEDIATES AND ORGANIC CHEMICALS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U58200MH2025PTC441930,WEBARTIFACTS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U51909PN2016PTC164264,AVIYO MEDISYS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45200MH2008PTC180766,MRUGNAYANI INFRASTRUCTURES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U17299MH2021PTC354900,JAGATJANANI TEXTILES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U92490MH2021PTC353032,3PLANES SPORTSTECH PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29255MH2011PTC219729,H E E C HINDUSTAN ELECTRONICS ENGINEERIN G COMPANY PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
L24239MH1988PLC047759,SYNCOM FORMULATIONS (INDIA) LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U93090MH2007PTC168775,SALASAR MULTITRADE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74900MH2013PTC243683,J.S.M. ELECTRICALS & INFRA PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U52599MH2007PTC167402,TRIDEV MULTI TRADE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U28100MH1982PTC028692,EBY STEELS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U40106PN2021PTC205667,RAJVIJAY ENERGY OUTFIT PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U51900MH1992PTC067931,ASMIKA MARKETING PVT.LTD.,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
L32109MH1995PLC091107,SUYOG TELEMATICS LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U67110MH2021PTC357625,SWITCH MY LOAN PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U52300MH2012PTC227185,RAHUL CERAMICS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U63090MH2011PTC221765,REVEL TRAVEL SOLUTIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U52100MH2012PTC227128,VIRAT PROCEEDS INDIA PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74900MH2010PTC201093,E10SIX SOLAR INDIA PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U17120MH1985PTC035247,ANIRUDH FABRICS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29308MH2022PTC375624,INNOVATIVE INFRA SERVICES AND MACHINERIES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U88900MH2023NPL414756,KIDLET LEARNING FOUNDATION,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U72900PN2017PTC173865,NATIQUN TECHNOLOGIES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U35110MH1995PLC087457,ASTOR SHIPPING COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1973PLC016864,GOEL CINE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U31500MH1976PTC019079,GOVINDSONS FLASHLIGHT INDUSTRIES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100MH1996PTC101505,KLT AGRO FOODS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U63090MH2020PTC352422,FOX GLOBAL PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U13204MH2009PTC193107,PALAK ORE AND MINING PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U85191MH2013PTC239241,BILLORE HOSPITALS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100PN2020PTC196535,JATH TALUKA FARMERS PRODUCER COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100MH2022PTC378301,MRUGZARI FARMER PRODUCER COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U93090MH2009PTC196338,EMERALD ISLE I HOUSING WELFARE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29306MH1995PTC095247,SABROE REFRIGERATION INDIA LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45202MH2010PTC206654,S THAKUR INFRASTRUCTURE (I) PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U62090MH2024PTC424858,TKJS FINTECH PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100MH2022PTC386271,MOUNTAIN ROUTE VINEYARDS FARMER PRODUCER COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U65990MH2009PTC195405,SANDSTONE FINANCE AND SECURITIES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100MH2022PTC377944,DHANU NAIK AGRITECH PRODUCER COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U62090PN2024PTC234110,STARTWYSE TECHNOLOGIES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
L24246MH2002PLC136474,V-HERBOTEK (INDIA) LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1958PLC011185,RAMSON AND KEYMOUR PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45202MH1992PTC065347,URMI CONSTRUCTION PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U63040MH2005PTC151251,ARC LOGISTICS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U51502MH2015PTC260607,SWAMINI MULTI SUPPLIERS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29120MH1993PTC073345,MONDKAR HYDRAULIC AND HEAVY ENGINEERING P.LTD.,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1984PTC034576,EMMESSARR BUSINESS COMBINES PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45200MH2008PTC183729,BALAJI STONE CRUSHER & INFRAVENTURES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U40106PN2014PTC151408,NTS RENEWABLES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74900MH2011PTC221386,DAURKAR ENTERPRISES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U27100MH1996PTC102046,CHITTOR STEELS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29120MH1984PTC032740,ANSUYA CONTROL SYSTEMS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U62099MH2023PTC399797,INFOSEC SYSTEM PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74900PN2008PTC132320,INNOCENT TIMES CHILDCARE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U99999MH1986PTC039381,BELA APARTMENTS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29300PN2019PTC182078,REVA ENERGY AND EQUIPMENTS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U22219PN2010PTC135966,BLACK PUBLISHERS AND PRINTERS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74210MH1991PTC061189,PLASTCON ENGINEERING PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U70102MH2015PTC265406,AREVIK REAL ESTATE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U29290MH1989PTC053471,DINSHAW FILTRATION SYSTEMS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74140MH2000PTC900789,CONFORMS PAPERS P. LTD.,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100PN2019PTC186163,FARMTEK AGRI SOLUTIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U72900PN2011PTC139615,FACC SOLUTIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U78100PN2023OPC224608,MNZEEFIY SOLUTIONS (OPC) PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U70109MH2015PTC263376,DOIT SMART HOUSING (INDIA) PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
L17120MH1992PLC065813,ASIA CONE INDUSTRIES LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U72900PN2015PTC154890,TESM INDIA PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74990MH2009PTC193927,SHAPES COMMUNICATIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U78300MH2024PTC426129,NAV NIRMAN NAGPUR MULTIPURPOSE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U24110MH1981PTC024872,ASOJ SOFT CAPS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U85310MH2016NPL287803,NETKE SOCIAL WELFARE FOUNDATION,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U70102MH2010PTC210697,KCD AND TRIVENI BUILDERS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100PN2022PTC209564,KAEMVEER FARMER PRODUCER COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45202MH1989PTC053550,SHRUTI PROMOTERS AND BUILDERS PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74900MH2015PTC271471,HOPEPOT INFOSOLUTIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45202MH1998PTC113014,ROH PAT CONSTRUCTION PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74140PN2022PTC212556,ACSERV GLOBAL PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U55101MH2022PTC390037,HABEEBA HOSPITALITY PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U52208MH2010PTC201894,CHARBHUJA LIQUORS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U28999MH2017PTC294450,MEHSANIYA SEALS INDIA PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45202MH2014PTC256437,RAIMA INFRA SOLUTIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U21002PN2024PLC234721,EMCUTIX BIOPHARMACEUTICALS LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
L36100MH2010PLC206541,KUNDAN EDIFICE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U85199PN1998PLC013158,SANKALP TREATMENT CENTRE FOR BODY AND MI ND LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U55209PN2021PTC197710,GODWA CHAHA PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U47214MH2023PTC415064,SHRI SIDDHESHWAR BAKERY PRODUCTS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U92412MH2011PTC220477,KRISHNA UMANG ENTERTAINMENT PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U21014MH2021PTC360232,ABPAR PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45202MH2008PTC179812,AMAZON NUMBER PORTABILITY PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45200PN2012PTC145505,SRISHTI MANTRA PROPERTY SOLUTIONS PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45400MH2015PTC270819,PACIFIC INFRAZONE PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U41000MH2014PTC260375,BHARTI & ABHILESH AQUA INDUSTRIES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45202MH2007PTC173606,AURUM CONSTRUCTIONS PRIVATE LIMITED.,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U74900MH2010PTC202400,SUCCESS TALENT MODEL MANAGEMENT PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U85190MH2022PTC378567,SHUBH VASANT HOSPITAL PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U28223MH1993PTC072961,BALAVRA LEASING AND FINANCE PVT LTD,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U01100MH2021PTC370850,AGROLUX FARMERS PRODUCER COMPANY LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U45202MH2008PTC187172,CCD & RB INFRASTRUCTURE SERVICES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
U25206MH1995PTC088398,PRIYADARSHINI PIPES PRIVATE LIMITED,NEW_INCORPORATION,N/A,N/A,Newly Incorporated,2025-10-18,Maharashtra
